url	pmid	exclude	study	first_author	strain	year	species	cohort	roa	roa_details	n	n_endpoint	n_intercurrent	endpoint	mean_mpi	sd_mpi	range_mpi	animal_comments	cohort_id	year5bin	n_censored	endpointx	roa_group	strain_group	row	dup_status
https://pubmed.ncbi.nlm.nih.gov/4207302/	4207302	include	Transmission of Kuru and Creutzfeldt-Jakob Disease to Marmoset Monkeys	Peterson, D.	Kuru → Tamarin	1974	Cotton-topped tamarin (Saguinus oedipus)	3	multiple	ic/ip	2	0	0	terminal prion disease			n/a	ic/ip	4207302-3	1970	2	3	multiple	Kuru	376	unique
https://pubmed.ncbi.nlm.nih.gov/4207302/	4207302	include	Transmission of Kuru and Creutzfeldt-Jakob Disease to Marmoset Monkeys	Peterson, D.	Kuru → Tamarin	1974	Tamarins (Saguinus sp.)	4	multiple	ic/ip	28	9	6	terminal prion disease	5.4	3.68	1.5-10	ic/ip	4207302-4	1970	13	3	multiple	Kuru	377	unique
https://pubmed.ncbi.nlm.nih.gov/4207302/	4207302	include	Transmission of Kuru and Creutzfeldt-Jakob Disease to Marmoset Monkeys	Peterson, D.	Kuru → Tamarin	1974	Tamarins (Saguinus sp.)	5	unspecified		2	0	1	terminal prion disease			n/a	unspecified if the inoculation route was ic, ip, and/or iv	4207302-5	1970	1	3	other	Kuru	378	unique
https://pubmed.ncbi.nlm.nih.gov/4207302/	4207302	include	Transmission of Kuru and Creutzfeldt-Jakob Disease to Marmoset Monkeys	Peterson, D.	sCJD	1974	Cotton-topped tamarin (Saguinus oedipus)	6	unspecified		1	0	1	terminal prion disease			n/a	unspecified if the inoculation route was ic, ip, and/or iv	4207302-6	1970	0	3	other	CJD	379	unique
https://pubmed.ncbi.nlm.nih.gov/4207302/	4207302	include	Transmission of Kuru and Creutzfeldt-Jakob Disease to Marmoset Monkeys	Peterson, D.	sCJD	1974	Tamarins (Saguinus sp.)	7	unspecified		7	1	4	terminal prion disease	43		n/a	unspecified if the inoculation route was ic, ip, and/or iv	4207302-7	1970	2	3	other	CJD	380	unique
https://pubmed.ncbi.nlm.nih.gov/4207302/	4207302	include	Transmission of Kuru and Creutzfeldt-Jakob Disease to Marmoset Monkeys	Peterson, D.	sCJD → Tamarin	1974	Tamarins (Saguinus sp.)	8	multiple	ic/ip	2	0	1	terminal prion disease			n/a	ic/ip	4207302-8	1970	1	3	multiple	CJD	381	unique
https://pubmed.ncbi.nlm.nih.gov/4611512	4611512	include	Transmission of experimental subacute spongiform encephalopathy (Creutzfeldzt-Jakob disease) from chimpanzee to chimpanzee	Cathala F	sCJD → Chimpanzee	1973	Chimpanzee (Pan troglodytes)	1	multiple	ic/iv	1	1	0	terminal prion disease	12		n/a		4611512-1	1970	0	3	multiple	CJD	382	unique
https://pubmed.ncbi.nlm.nih.gov/4611512	4611512	include	Transmission of experimental subacute spongiform encephalopathy (Creutzfeldzt-Jakob disease) from chimpanzee to chimpanzee	Cathala F	sCJD → Chimpanzee	1973	Chimpanzee (Pan troglodytes)	1	multiple	ic/iv	1	1	0	symptom onset	11		n/a		4611512-1	1970	0	2	multiple	CJD	383	duplicate
https://pubmed.ncbi.nlm.nih.gov/4623139/	4623139	include	Transmission of Scrapie to the Cynomolgus Monkey (Macaca Fascicularis)	Gibbs, C.	Scrapie → Goat → Mouse	1972	Cynomolgus macaque (Macaca fascicularis)	1	multiple	ic/iv/ip/im/sc	1	1	0	terminal prion disease	67.5		n/a		4623139-1	1970	0	3	multiple	other	384	unique
https://pubmed.ncbi.nlm.nih.gov/4623139/	4623139	include	Transmission of Scrapie to the Cynomolgus Monkey (Macaca Fascicularis)	Gibbs, C.	Scrapie → Goat → Mouse	1972	Cynomolgus macaque (Macaca fascicularis)	1	multiple	ic/iv/ip/im/sc	1	1	0	symptom onset	65		n/a	ic/iv/ip/im/sc	4623139-1	1970	0	2	multiple	other	385	duplicate
https://pubmed.ncbi.nlm.nih.gov/4632275/	4632275	exclude	Transmission of Kuru From Man to Rhesus Monkey (Macaca Mulatta) 8 and One-Half Years After Inoculation	Gajdusek, D.	Kuru	1972	Chimpanzee (Pan troglodytes)	1	multiple	ic/iv	1	1	0	terminal prion disease	34		n/a	A2 was excluded due to inconsistencies reporting the inoculation route across papers	4632275-1	1970	0	3	multiple	Kuru	386	duplicate
https://pubmed.ncbi.nlm.nih.gov/4632275/	4632275	exclude	Transmission of Kuru From Man to Rhesus Monkey (Macaca Mulatta) 8 and One-Half Years After Inoculation	Gajdusek, D.	Kuru	1972	Chimpanzee (Pan troglodytes)	1	multiple	ic/iv	1	1	0	symptom onset	30		n/a	ic/iv; A2 was excluded due to inconsistencies reporting the inoculation route across papers	4632275-1	1970	0	2	multiple	Kuru	387	duplicate
https://pubmed.ncbi.nlm.nih.gov/4632275/	4632275	include	Transmission of Kuru From Man to Rhesus Monkey (Macaca Mulatta) 8 and One-Half Years After Inoculation	Gajdusek, D.	Kuru	1972	Rhesus macaque (Macaca mulatta)	2	multiple	ic/iv	5	1	0	terminal prion disease	103.5		n/a		4632275-2	1970	4	3	multiple	Kuru	388	unique
https://pubmed.ncbi.nlm.nih.gov/4632275/	4632275	include	Transmission of Kuru From Man to Rhesus Monkey (Macaca Mulatta) 8 and One-Half Years After Inoculation	Gajdusek, D.	Kuru	1972	Rhesus macaque (Macaca mulatta)	2	multiple	ic/iv	5	1	1	symptom onset	101		n/a	ic/iv	4632275-2	1970	3	2	multiple	Kuru	389	duplicate
https://pubmed.ncbi.nlm.nih.gov/4632275/	4632275	include	Transmission of Kuru From Man to Rhesus Monkey (Macaca Mulatta) 8 and One-Half Years After Inoculation	Gajdusek, D.	Kuru	1972	Cynomolgus macaque (Macaca fascicularis)	3	multiple	ic/iv	4	0	4	symptom onset			n/a	ic/iv	4632275-3	1970	0	2	multiple	Kuru	390	unique
https://pubmed.ncbi.nlm.nih.gov/4632275/	4632275	include	Transmission of Kuru From Man to Rhesus Monkey (Macaca Mulatta) 8 and One-Half Years After Inoculation	Gajdusek, D.	Kuru	1972	African green (Chlorocebus aethiops)	4	multiple	ic/iv	3	0	3	symptom onset			n/a	ic/iv	4632275-4	1970	0	2	multiple	Kuru	391	unique
https://pubmed.ncbi.nlm.nih.gov/4903507/	4903507	exclude	Creutzfeldt-Jakob Disease. The Neuropathology of a Transmission Experiment	Beck, E.	sCJD	1969	Chimpanzee (Pan troglodytes)	1	multiple	ic/iv	2	1	0	terminal prion disease	15		n/a		4903507-1	1965	1	3	multiple	CJD	392	duplicate
https://pubmed.ncbi.nlm.nih.gov/4903507/	4903507	exclude	Creutzfeldt-Jakob Disease. The Neuropathology of a Transmission Experiment	Beck, E.	sCJD	1969	Chimpanzee (Pan troglodytes)	1	multiple	ic/iv	2	2	0	symptom onset	12.5	0.7	44178.0	inoculated ic/iv, inoculated with sCJD case #1: Patient 1 R.R.	4903507-1	1965	0	2	multiple	CJD	393	duplicate
https://pubmed.ncbi.nlm.nih.gov/4903507/	4903507	exclude	Creutzfeldt-Jakob Disease. The Neuropathology of a Transmission Experiment	Beck, E.	sCJD	1969	Chimpanzee (Pan troglodytes)	2	multiple	ic/iv	1	1	0	terminal prion disease	16		n/a		4903507-2	1965	0	3	multiple	CJD	394	duplicate
https://pubmed.ncbi.nlm.nih.gov/4903507/	4903507	exclude	Creutzfeldt-Jakob Disease. The Neuropathology of a Transmission Experiment	Beck, E.	sCJD	1969	Chimpanzee (Pan troglodytes)	2	multiple	ic/iv	1	1	0	symptom onset	14.5		n/a	inoculated ic/iv; inoculated with sCJD case #2: Patient A.T.; 14m was used in Gajdusek 1971 for chimpanzee A81	4903507-2	1965	0	2	multiple	CJD	395	duplicate
https://pubmed.ncbi.nlm.nih.gov/4903507/	4903507	exclude	Creutzfeldt-Jakob Disease. The Neuropathology of a Transmission Experiment	Beck, E.	sCJD→ Chimpanzee 	1969	Chimpanzee (Pan troglodytes)	3	multiple	ic/iv	1	1	0	symptom onset	13		n/a	inoculated ic/iv; inoculated with chimpanzee A54	4903507-3	1965	0	2	multiple	CJD	396	duplicate
https://pubmed.ncbi.nlm.nih.gov/4925307/	4925307	include	Experimental Spongiform Encephalopathy (Creutzfeldt-Jakob Disease) in Chimpanzees. Electron Microscopic Studies	Lampert, P.	sCJD	1971	Chimpanzee (Pan troglodytes)	1	multiple	ic/iv	4	4	0	terminal prion disease	14.9	1.03	13.5-16		4925307-1	1970	0	3	multiple	CJD	397	unique
https://pubmed.ncbi.nlm.nih.gov/4925307/	4925307	include	Experimental Spongiform Encephalopathy (Creutzfeldt-Jakob Disease) in Chimpanzees. Electron Microscopic Studies	Lampert, P.	sCJD	1971	Chimpanzee (Pan troglodytes)	1	multiple	ic/iv	4	4	0	symptom onset	13.3	0.96	44179.0	ic/iv	4925307-1	1970	0	2	multiple	CJD	398	duplicate
https://pubmed.ncbi.nlm.nih.gov/4925307/	4925307	include	Experimental Spongiform Encephalopathy (Creutzfeldt-Jakob Disease) in Chimpanzees. Electron Microscopic Studies	Lampert, P.	sCJD → Chimpanzee	1971	Chimpanzee (Pan troglodytes)	2	multiple	ic/iv	1	1	0	terminal prion disease	15		n/a		4925307-2	1970	0	3	multiple	CJD	399	unique
https://pubmed.ncbi.nlm.nih.gov/4925307/	4925307	include	Experimental Spongiform Encephalopathy (Creutzfeldt-Jakob Disease) in Chimpanzees. Electron Microscopic Studies	Lampert, P.	sCJD → Chimpanzee	1971	Chimpanzee (Pan troglodytes)	2	multiple	ic/iv	1	1	0	symptom onset	13		n/a	inoculated ic/iv; inoculated with chimpanzee A54	4925307-2	1970	0	2	multiple	CJD	400	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	exclude	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru	1969	Chimpanzee (Pan troglodytes)	1	ic		1	1	0	terminal prion disease	21		n/a		4978020-1	1965	0	3	ic	Kuru	401	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	exclude	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru	1969	Chimpanzee (Pan troglodytes)	1	ic		1	1	0	symptom onset	16		n/a	inoculated with 0.4mL 10% Kuru brain suspension 	4978020-1	1965	0	2	ic	Kuru	402	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	exclude	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru	1969	Chimpanzee (Pan troglodytes)	2	ic		1	1	0	terminal prion disease	25		n/a		4978020-2	1965	0	3	ic	Kuru	403	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	exclude	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru	1969	Chimpanzee (Pan troglodytes)	2	ic		1	1	0	symptom onset	19		n/a	inoculated with 0.3mL 10% Kuru brain suspension 	4978020-2	1965	0	2	ic	Kuru	404	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	exclude	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru	1969	Chimpanzee (Pan troglodytes)	3	ic		1	1	0	terminal prion disease	24		n/a		4978020-3	1965	0	3	ic	Kuru	405	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	exclude	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru	1969	Chimpanzee (Pan troglodytes)	3	ic		1	1	0	symptom onset	18		n/a	inoculated with 0.2mL 10% Kuru brain suspension 	4978020-3	1965	0	2	ic	Kuru	406	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	include	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru → Chimpanzee	1969	Chimpanzee (Pan troglodytes)	4	multiple	ic/iv	1	1	0	terminal prion disease	16		n/a		4978020-4	1965	0	3	multiple	Kuru	407	unique
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	include	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru → Chimpanzee	1969	Chimpanzee (Pan troglodytes)	4	multiple	ic/iv	1	1	0	symptom onset	15		n/a	inoculated ic/iv with chimpanzee A16 brain suspension diluted to 10^-2, Kuru → 3rd passage Chimpanzee	4978020-4	1965	0	2	multiple	Kuru	408	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	include	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru → Chimpanzee	1969	Chimpanzee (Pan troglodytes)	5	multiple	ic/iv	1	1	0	terminal prion disease	19		n/a		4978020-5	1965	0	3	multiple	Kuru	409	unique
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	include	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru → Chimpanzee	1969	Chimpanzee (Pan troglodytes)	5	multiple	ic/iv	1	1	0	symptom onset	15		n/a	inoculated ic/iv with chimpanzee A16 brain suspension diluted to 10^-6, Kuru → 3rd passage Chimpanzee	4978020-5	1965	0	2	multiple	Kuru	410	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	include	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru → Chimpanzee	1969	Chimpanzee (Pan troglodytes)	6	multiple	ic/iv	1	1	0	terminal prion disease	15		n/a		4978020-6	1965	0	3	multiple	Kuru	411	unique
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	include	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru → Chimpanzee	1969	Chimpanzee (Pan troglodytes)	6	multiple	ic/iv	1	1	0	symptom onset	12		n/a	inoculated ic/iv with 10% brain suspension from chimpanzee A16 heated to 85C for 30 mins, Kuru → 3rd passage Chimpanzee	4978020-6	1965	0	2	multiple	Kuru	412	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	include	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru → Chimpanzee	1969	Chimpanzee (Pan troglodytes)	7	multiple	iv/sc/ip/im	1	1	0	terminal prion disease	19		n/a		4978020-7	1965	0	3	multiple	Kuru	413	unique
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	include	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru → Chimpanzee	1969	Chimpanzee (Pan troglodytes)	7	multiple	iv/sc/ip/im	1	1	0	symptom onset	13		n/a	inoculated iv/sc/ip/im with 1.5mL 10% brain suspension of chimpanzee A1, Kuru → 3rd passage Chimpanzee	4978020-7	1965	0	2	multiple	Kuru	414	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	exclude	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru → Chimpanzee	1969	Spider monkey (Ateles geoffroyi)	8	multiple	ic/iv/ip	2	2	0	terminal prion disease	29.5	0.7	29-30		4978020-8	1965	0	3	multiple	Kuru	415	duplicate
https://pubmed.ncbi.nlm.nih.gov/4978020/	4978020	exclude	Experimental Kuru Encephalopathy in Chimpanzees and Spider monkeys Electron Microscopic Studies	Lampert, P.	Kuru → Chimpanzee	1969	Spider monkey (Ateles geoffroyi)	8	multiple	ic/iv/ip	2	2	0	symptom onset	24.5	2.1	23-26	inoculated ic/iv/ip with 10% brain suspension of chimpanzee A1	4978020-8	1965	0	2	multiple	Kuru	416	duplicate
https://pubmed.ncbi.nlm.nih.gov/4988714	4988714	include	Transmissible mink encephalopathy: experimental transmission to the squirrel monkey	Eckroade RJ	TME → Rhesus macaque	1970	Squirrel monkey (Saimiri sciureus)	1	multiple	ic/iv	1	1	0	terminal prion disease	14		n/a		4988714-1	1970	0	3	multiple	other	417	unique
https://pubmed.ncbi.nlm.nih.gov/4988714	4988714	include	Transmissible mink encephalopathy: experimental transmission to the squirrel monkey	Eckroade RJ	TME → Rhesus macaque	1970	Squirrel monkey (Saimiri sciureus)	1	multiple	ic/iv	1	1	0	symptom onset	11		n/a		4988714-1	1970	0	2	multiple	other	418	duplicate
https://pubmed.ncbi.nlm.nih.gov/4988714	4988714	include	Transmissible mink encephalopathy: experimental transmission to the squirrel monkey	Eckroade RJ	TME → Rhesus macaque	1970	Squirrel monkey (Saimiri sciureus)	2	multiple	ic/ip	2	2	0	symptom onset	11		n/a		4988714-2	1970	0	2	multiple	other	419	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru	1971	Chimpanzee (Pan troglodytes)	1	ic		6	6	0	terminal prion disease	28.2	8.3	21-44	Chimpanzee A2 was thrown out due to inconsistencies in inoculation route. According to Gajdusek 1972, A2 was IC/IV. But in all the other Gajdusek papers A2 was IC. A19 amd A5 were thrown out because incubation months were inconsistent between papers (Gajdusek 1969 and 1967)	4994933-1	1970	0	3	ic	Kuru	420	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru	1971	Chimpanzee (Pan troglodytes)	1	ic		6	6	0	symptom onset	21.7	8.2	16-38	Chimpanzee A2 was thrown out due to inconsistencies in inoculation route. According to Gajdusek 1972, A2 was IC/IV. But in all the other Gajdusek papers A2 was IC. A19 amd A5 were thrown out because incubation months were inconsistent between papers (Gajdusek 1969 and 1967)	4994933-1	1970	0	2	ic	Kuru	421	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru → Chimpanzee → Spider monkey 	1971	Spider monkey (Ateles geoffroyi)	10	multiple	ic/iv	1	1	0	terminal prion disease	18		n/a		4994933-10	1970	0	3	multiple	Kuru	422	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru → Chimpanzee → Spider monkey 	1971	Spider monkey (Ateles geoffroyi)	10	multiple	ic/iv	1	1	0	symptom onset	16		n/a	inoculated intracerebral and intravenious	4994933-10	1970	0	2	multiple	Kuru	423	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru → Chimpanzee 	1971	Chimpanzee (Pan troglodytes)	11	ic		1	1	0	terminal prion disease	13		n/a		4994933-11	1970	0	3	ic	Kuru	424	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru → Chimpanzee 	1971	Chimpanzee (Pan troglodytes)	11	ic		1	1	0	symptom onset	11		n/a		4994933-11	1970	0	2	ic	Kuru	425	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	exclude	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru → Chimpanzee 	1971	Spider monkey (Ateles geoffroyi)	12	multiple	ic/iv	1	1	0	terminal prion disease	29		n/a		4994933-12	1970	0	3	multiple	Kuru	426	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	exclude	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru → Chimpanzee 	1971	Spider monkey (Ateles geoffroyi)	12	multiple	ic/iv	1	1	0	symptom onset	28		n/a	inoculated ic and iv; Kuru → Chimpanzee → Chimpanzee 	4994933-12	1970	0	2	multiple	Kuru	427	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	exclude	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	sCJD	1971	Chimpanzee (Pan troglodytes)	13	multiple	ic/iv	2	2	0	terminal prion disease	13.8	0.4	13.5-14		4994933-13	1970	0	3	multiple	CJD	428	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	exclude	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	sCJD	1971	Chimpanzee (Pan troglodytes)	13	multiple	ic/iv	2	2	0	symptom onset	12.5	0.7	44178.0	inoculated intracerebral and intravenious	4994933-13	1970	0	2	multiple	CJD	429	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	sCJD → Chimpanzee 	1971	Squirrel monkey (Saimiri sciureus)	14	ic		2	2	0	terminal prion disease	16	8.49	44126.0		4994933-14	1970	0	3	ic	CJD	430	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	sCJD → Chimpanzee 	1971	Squirrel monkey (Saimiri sciureus)	14	ic		2	2	0	symptom onset	14	7.1	44093.0		4994933-14	1970	0	2	ic	CJD	431	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	sCJD → Chimpanzee 	1971	Common woolly monkey (Lagothrix lagothricha)	15	multiple	ic/iv	1	1	0	symptom onset	21		n/a	inoculated intracerebral and intravenious	4994933-15	1970	0	2	multiple	CJD	432	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru	1971	Capuchin monkey (Cebus sp.)	16	ic		1	1	0	terminal prion disease	46		n/a		4994933-16	1970	0	3	ic	Kuru	433	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru	1971	Capuchin monkey (Cebus sp.)	16	ic		1	1	0	symptom onset	45		n/a		4994933-16	1970	0	2	ic	Kuru	434	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru	1971	Squirrel monkey (Saimiri sciureus)	17	ic		1	1	0	terminal prion disease	26.5		n/a		4994933-17	1970	0	3	ic	Kuru	435	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru	1971	Squirrel monkey (Saimiri sciureus)	17	ic		1	1	0	symptom onset	25		n/a		4994933-17	1970	0	2	ic	Kuru	436	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru	1971	Spider monkey (Ateles geoffroyi)	18	multiple	ic/iv	1	1	0	terminal prion disease	24.5		n/a		4994933-18	1970	0	3	multiple	Kuru	437	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru	1971	Spider monkey (Ateles geoffroyi)	18	multiple	ic/iv	1	1	0	symptom onset	23		n/a	inoculated intracerebral and intravenious	4994933-18	1970	0	2	multiple	Kuru	438	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	sCJD	1971	Squirrel monkey (Saimiri sciureus)	19	ic		1	1	0	terminal prion disease	26.5		n/a		4994933-19	1970	0	3	ic	CJD	439	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	sCJD	1971	Squirrel monkey (Saimiri sciureus)	19	ic		1	1	0	symptom onset	25		n/a		4994933-19	1970	0	2	ic	CJD	440	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru (centrifuged at 5,000rpm/60')	1971	Chimpanzee (Pan troglodytes)	2	ic		1	1	0	terminal prion disease	24		n/a		4994933-2	1970	0	3	ic	Kuru	441	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru (centrifuged at 5,000rpm/60')	1971	Chimpanzee (Pan troglodytes)	2	ic		1	1	0	symptom onset	18		n/a	inoculated with 10^-1 brain suspension centrifuged at 5,000rpm/60'	4994933-2	1970	0	2	ic	Kuru	442	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	sCJD	1971	Spider monkey (Ateles geoffroyi)	20	ic		1	1	0	terminal prion disease	27.5		n/a		4994933-20	1970	0	3	ic	CJD	443	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	sCJD	1971	Spider monkey (Ateles geoffroyi)	20	ic		1	1	0	symptom onset	25		n/a		4994933-20	1970	0	2	ic	CJD	444	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru (brain suspension was filtered with 450mu millipore filter)	1971	Chimpanzee (Pan troglodytes)	3	ic		1	1	0	terminal prion disease	6		n/a		4994933-3	1970	0	3	ic	Kuru	445	unique
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru (brain suspension was filtered with 450mu millipore filter)	1971	Chimpanzee (Pan troglodytes)	3	ic		1	1	0	symptom onset	19		n/a	Kuru brain suspension was filtered with 450mu millipore filter	4994933-3	1970	0	2	ic	Kuru	446	duplicate
https://pubmed.ncbi.nlm.nih.gov/4994933/	4994933	include	Transmission of two subacute spongiform encephalopathies of man (kuru and Creutzfeldt–Jakob disease) to new world monkeys.	Gajdusek, D.	Kuru	1971	Chimpanzee (Pan troglodytes)	4	multiple	ic/iv	2	1	0	terminal prion disease	25		n/a		4994933-4	1970	1	3	multiple	Kuru	447	unique
